,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
0,MLS Listing,,Condo/Co-op,20 W 53RD St #43,New York,NY,10019.0,19995000.0,4.0,4.5,Midtown Central,4545.0,2209.0,2019.0,11.0,4399.0,10493.0,Active,,,https://www.redfin.com/NY/New-York/20-W-53rd-St-10019/unit-43/home/114823864,REBNY,RPLU-5122398511,N,Y,40.7608057,-73.9773859
1,MLS Listing,,Condo/Co-op,20 W 53rd St Unit 22B,New York,NY,10103.0,3990000.0,1.0,1.0,Midtown Central,1203.0,17572.0,2014.0,38.0,3317.0,2350.0,Active,,,https://www.redfin.com/NY/New-York/20-W-53rd-St-10019/unit-22B/home/102004987,REBNY,RPLU-33422350531,N,Y,40.7608057,-73.9773859
2,MLS Listing,,Condo/Co-op,,New York,NY,10019.0,5400000.0,2.0,2.0,Midtown Central,1625.0,2209.0,2019.0,1471.0,3323.0,3549.0,Active,,,https://www.redfin.com/NY/New-York/Undisclosed-address-10019/home/105855238,REBNY,OLRS-1808425-1463538,N,Y,40.7608057,-73.9773859
3,MLS Listing,,Condo/Co-op,153 E 57th Unit 3B,New York,NY,10022.0,450000.0,1.0,1.0,Gotham Towne House,,,1959.0,130.0,,1146.0,Active,,,https://www.redfin.com/NY/New-York/153-E-57th-St-10022/unit-3B/home/45337954,OneKey,3434577,N,Y,40.7607016,-73.9680316
4,MLS Listing,,Condo/Co-op,153 E 57th St Unit 17B,New York,NY,10022.0,505000.0,0.0,1.0,Midtown Central,550.0,10041.0,1959.0,199.0,918.0,1255.0,Active,,,https://www.redfin.com/NY/New-York/153-E-57th-St-10022/unit-17B/home/180554490,REBNY,RPLU-33421902679,N,Y,40.7607016,-73.9680316
5,MLS Listing,,Condo/Co-op,30 Park Pl Unit 42C,New York,NY,10007.0,2750000.0,1.0,1.5,TriBeCa,1108.0,29497.0,2016.0,32.0,2482.0,2382.0,Active,,,https://www.redfin.com/NY/New-York/30-Park-Pl-10007/unit-42C/home/109653827,REBNY,RPLU-33422328259,N,Y,40.7129196,-74.0088627
6,MLS Listing,,Condo/Co-op,30 Park Pl Unit 58D,New York,NY,10007.0,4550000.0,2.0,2.0,TriBeCa,1538.0,29497.0,2016.0,58.0,2958.0,3417.0,Active,,,https://www.redfin.com/NY/New-York/30-Park-Pl-10007/unit-58D/home/109653806,REBNY,RPLU-33422296275,N,Y,40.7129196,-74.0088627
7,MLS Listing,,Condo/Co-op,30 Park Pl Unit 60C,New York,NY,10007.0,4199000.0,2.0,2.5,TriBeCa,1543.0,29497.0,2016.0,458.0,2721.0,3495.0,Active,,,https://www.redfin.com/NY/New-York/30-Park-Pl-10007/unit-60C/home/109653604,REBNY,RPLU-3346130942,N,Y,40.7129196,-74.0088627
8,MLS Listing,,Condo/Co-op,30 Park Pl Unit 41A,New York,NY,10007.0,5350000.0,3.0,3.5,TriBeCa,2219.0,29497.0,2016.0,619.0,2411.0,4104.0,Active,,,https://www.redfin.com/NY/New-York/30-Park-Pl-10007/unit-41A/home/109653807,REBNY,RPLU-5121230060,N,Y,40.7129196,-74.0088627
9,MLS Listing,,Condo/Co-op,333 E 119th St Unit 1-K,New York,NY,10035.0,620000.0,2.0,2.0,East Harlem,990.0,30644.0,2005.0,2.0,626.0,1160.0,Active,,,https://www.redfin.com/NY/New-York/333-E-119th-St-10035/unit-1K/home/45163318,REBNY,OLRS-00011885918,N,Y,40.7986288,-73.9351095
10,MLS Listing,,Condo/Co-op,1825 Madison Ave Unit 7K,New York,NY,10035.0,625000.0,2.0,2.0,East Harlem,,17592.0,2004.0,2.0,,1148.0,Active,April-23-2023 02:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/1825-Madison-Ave-10035/unit-7K/home/45169086,REBNY,RPLU-33422398385,N,Y,40.8014385,-73.9434676
11,MLS Listing,,Condo/Co-op,333 E 119th St Unit 4K,New York,NY,10035.0,589900.0,2.0,1.5,New York,950.0,,,4.0,621.0,,Active,April-22-2023 01:30 AM,April-22-2023 03:00 PM,https://www.redfin.com/NY/New-York/333-E-119th-St-10035/unit-4K/home/45163287,BNYMLS,473309,N,Y,40.7986288,-73.9351095
12,MLS Listing,,Multi-Family (2-4 Unit),1991 Madison Ave,New York,NY,10035.0,2850000.0,0.0,,New York,4408.0,1442.0,1930.0,10.0,647.0,,Active,,,https://www.redfin.com/NY/New-York/1991-Madison-Ave-10035/home/45299820,OneKey,H6242111,N,Y,40.8068297,-73.9395232
13,MLS Listing,,Condo/Co-op,207 E 120th St Unit 3F,New York,NY,10035.0,820000.0,2.0,1.0,N/A,900.0,,1924.0,19.0,911.0,520.0,Active,,,https://www.redfin.com/NY/New-York/207-E-120th-St-10035/unit-3F/home/45227448,OneKey,H6240356,N,Y,40.8004182,-73.9375206
14,MLS Listing,,Multi-Family (2-4 Unit),23 E 127th St,New York,NY,10035.0,3795000.0,4.0,4.5,East Harlem,,1873.0,1910.0,22.0,,,Active,April-23-2023 01:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/23-E-127th-St-10035/home/45299852,REBNY,RPLU-33422381625,N,Y,40.8074204,-73.9401951
15,MLS Listing,,Multi-Family (2-4 Unit),2007 5th Ave,New York,NY,10035.0,3299000.0,4.0,5.0,New York,3816.0,1440.0,1909.0,25.0,865.0,,Active,,,https://www.redfin.com/NY/New-York/2007-5th-Ave-10035/home/45299324,OneKey,3467330,N,Y,40.8058923,-73.9423885
16,MLS Listing,,Condo/Co-op,435 E 117th St #3,New York,NY,10035.0,879999.0,2.0,2.0,Leah Condominiums,1278.0,2522.0,2006.0,25.0,689.0,16.0,Active,April-23-2023 02:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/435-E-117th-St-10035/unit-3/home/45227182,OneKey,H6239704,N,Y,40.7962956,-73.9334096
17,MLS Listing,,Vacant Land,24 E 130st St,New York,NY,10037.0,850000.0,,,New York,,1664.0,,27.0,,,Active,,,https://www.redfin.com/NY/New-York/24-E-130th-St-10037/home/45299911,OneKey,H6239476,N,Y,40.8089102,-73.9389536
18,MLS Listing,,Condo/Co-op,302 E 119th St Unit 1-C,New York,NY,10035.0,260000.0,1.0,1.0,East Harlem,,3042.0,1910.0,31.0,,605.0,Active,,,https://www.redfin.com/NY/New-York/302-E-119th-St-10035/unit-1C/home/109997392,REBNY,OLRS-1989106,N,Y,40.7986665,-73.936051
19,MLS Listing,,Condo/Co-op,152 E 118th St Unit 4-F,New York,NY,10035.0,325000.0,0.0,1.0,East Harlem,470.0,11808.0,2010.0,34.0,691.0,598.0,Active,April-23-2023 02:30 PM,April-23-2023 03:30 PM,https://www.redfin.com/NY/New-York/152-E-118th-St-10035/unit-4F/home/45337989,REBNY,OLRS-1094605,N,Y,40.7995607,-73.940299
20,MLS Listing,,Multi-Family (2-4 Unit),341 E 116th St,New York,NY,10029.0,2495000.0,6.0,6.0,East Harlem,4625.0,2220.0,1900.0,35.0,539.0,,Active,,,https://www.redfin.com/NY/New-York/341-E-116th-St-10029/home/45298760,REBNY,PRCH-7516172,N,Y,40.7965238,-73.936163
21,MLS Listing,,Condo/Co-op,1831 Madison Ave Unit 8D,New York,NY,10035.0,725000.0,2.0,2.0,East Harlem,946.0,17660.0,2002.0,39.0,766.0,1313.0,Active,,,https://www.redfin.com/NY/New-York/1831-Madison-Ave-10035/unit-8D/home/45333774,REBNY,RPLU-33422328090,N,Y,40.8021443,-73.9430084
22,MLS Listing,,Condo/Co-op,1831 Madison Ave Unit 6M,New York,NY,10035.0,825000.0,3.0,2.0,East Harlem,,17660.0,2002.0,45.0,,1003.0,Active,,,https://www.redfin.com/NY/New-York/1831-Madison-Ave-10035/unit-6M/home/111244116,REBNY,RPLU-33422335092,N,Y,40.8021443,-73.9430084
23,MLS Listing,,Multi-Family (2-4 Unit),56 E 127th St,New York,NY,10035.0,2650000.0,4.0,4.0,East Harlem,3400.0,1292.0,1905.0,50.0,779.0,,Active,,,https://www.redfin.com/NY/New-York/56-E-127th-St-10035/home/45299843,REBNY,OLRS-00010023946,N,Y,40.8067316,-73.9394149
24,MLS Listing,,Condo/Co-op,159 E 118th St Unit 3B,New York,NY,10035.0,680000.0,1.0,1.0,East Harlem,630.0,2523.0,1954.0,56.0,1079.0,360.0,Active,April-22-2023 12:00 PM,April-22-2023 02:00 PM,https://www.redfin.com/NY/New-York/159-E-118th-St-10035/unit-3B/home/180568832,REBNY,RPLU-33422316125,N,Y,40.7998267,-73.9398826
25,MLS Listing,,Condo/Co-op,1825 Madison Ave Unit 8J,New York,NY,10035.0,850000.0,3.0,2.0,East Harlem,,17592.0,2004.0,58.0,,2534.0,Active,,,https://www.redfin.com/NY/New-York/1825-Madison-Ave-10035/unit-8J/home/45169098,REBNY,RPLU-33422285994,N,Y,40.8014385,-73.9434676
26,MLS Listing,,Multi-Family (2-4 Unit),2296 E 2nd Ave,New York,NY,10035.0,3980000.0,12.0,4.5,New York,4492.0,1532.0,1900.0,65.0,886.0,,Active,,,https://www.redfin.com/NY/New-York/2296-2nd-Ave-10035/home/167170041,OneKey,3458872,N,Y,40.798087,-73.936622
27,MLS Listing,,Multi-Family (2-4 Unit),502 E 118th St,New York,NY,10035.0,4500000.0,4.0,3.0,East Harlem,5298.0,3537.0,1899.0,66.0,849.0,,Active,,,https://www.redfin.com/NY/New-York/502-E-118th-St-10035/home/45298972,REBNY,RPLU-33422270259,N,Y,40.7960065,-73.9317915
28,MLS Listing,,Condo/Co-op,159 E 118th St Unit 1A,New York,NY,10035.0,475000.0,0.0,1.0,East Harlem,455.0,2523.0,1954.0,66.0,1044.0,246.0,Active,April-22-2023 12:00 PM,April-22-2023 02:00 PM,https://www.redfin.com/NY/New-York/159-E-118th-St-10035/unit-1A/home/184266144,REBNY,RPLU-33422289961,N,Y,40.7998267,-73.9398826
29,MLS Listing,,Townhouse,1989 Madison Ave,New York,NY,10035.0,3495000.0,6.0,4.0,East Harlem,4270.0,1444.0,1980.0,80.0,819.0,,Active,,,https://www.redfin.com/NY/New-York/1989-Madison-Ave-10035/home/45299821,REBNY,RPLU-33422246859,N,Y,40.8067977,-73.9395412
30,MLS Listing,,Condo/Co-op,333 E 119th St Unit 4J,New York,NY,10035.0,580000.0,2.0,2.0,The Palm/ Rio Coops,1047.0,,2005.0,95.0,554.0,1233.0,Active,April-22-2023 12:00 PM,April-22-2023 02:00 PM,https://www.redfin.com/NY/New-York/333-E-119th-St-10035/unit-4J/home/45163294,OneKey,H6227048,N,Y,40.7986288,-73.9351095
31,MLS Listing,,Condo/Co-op,54 E 129th St Unit 6B,New York,NY,10035.0,600000.0,4.0,1.0,East Harlem,,4996.0,1920.0,96.0,,759.0,Active,,,https://www.redfin.com/NY/New-York/54-E-129th-St-10035/unit-6B/home/45335020,REBNY,RLMX-86357,N,Y,40.807789,-73.938228
32,MLS Listing,,Condo/Co-op,159 E 118th St Unit 2A,New York,NY,10035.0,670000.0,1.0,1.0,East Harlem,646.0,2523.0,1954.0,109.0,1037.0,356.0,Active,,,https://www.redfin.com/NY/New-York/159-E-118th-St-10035/unit-2A/home/179793013,REBNY,RPLU-33422217262,N,Y,40.7998267,-73.9398826
33,MLS Listing,,Condo/Co-op,159 E 118th St Unit 4A,New York,NY,10035.0,705000.0,1.0,1.0,East Harlem,646.0,2523.0,1954.0,109.0,1091.0,372.0,Active,,,https://www.redfin.com/NY/New-York/159-E-118th-St-10035/unit-4A/home/183623412,REBNY,RPLU-33422217259,N,Y,40.7998267,-73.9398826
34,MLS Listing,,Condo/Co-op,159 E 118th St Unit 2B,New York,NY,10035.0,599000.0,1.0,1.0,East Harlem,630.0,2523.0,1954.0,147.0,951.0,344.0,Active,,,https://www.redfin.com/NY/New-York/159-E-118th-St-10035/unit-2B/home/179790300,REBNY,RPLU-33422112671,N,Y,40.7998267,-73.9398826
35,MLS Listing,,Condo/Co-op,1777 Madison Ave #32,New York,NY,10035.0,275000.0,1.0,1.0,East Harlem,,2275.0,1910.0,169.0,,580.0,Active,,,https://www.redfin.com/NY/New-York/1777-Madison-Ave-10035/unit-32/home/182621922,REBNY,OLRS-2004675,N,Y,40.8003738,-73.9443172
36,MLS Listing,,Condo/Co-op,1919 Madison Ave #424,New York,NY,10035.0,430000.0,2.0,1.0,Maple Plaza Housing,,,1997.0,178.0,,1198.0,Active,,,https://www.redfin.com/NY/New-York/1919-Madison-Ave-10035/unit-424/home/182483775,OneKey,H6217625,N,Y,40.8045686,-73.9410797
37,MLS Listing,,Condo/Co-op,346 E 119th St Unit 3-B,New York,NY,10035.0,660000.0,1.0,1.0,East Harlem,730.0,2523.0,2007.0,186.0,904.0,620.0,Active,,,https://www.redfin.com/NY/New-York/346-E-119th-St-10035/unit-3B/home/45332356,REBNY,OLRS-747822,N,Y,40.7980592,-73.9347651
38,MLS Listing,,Condo/Co-op,1787 Madison Ave #505,New York,NY,10035.0,699000.0,2.0,2.0,East Harlem,,20142.0,2002.0,189.0,,1162.0,Active,,,https://www.redfin.com/NY/New-York/1787-Madison-Ave-10035/unit-505/home/45233885,REBNY,OLRS-765085,N,Y,40.8009078,-73.9439615
39,MLS Listing,,Condo/Co-op,1485 Fifth Ave Unit 16D,New York,NY,10035.0,900000.0,1.0,1.0,East Harlem,856.0,26773.0,2008.0,191.0,1051.0,790.0,Active,,,https://www.redfin.com/NY/New-York/1485-5th-Ave-10035/unit-16D/home/45227562,REBNY,RPLU-33422046317,N,Y,40.8029506,-73.9444346
40,MLS Listing,,Multi-Family (2-4 Unit),68 E 127th St,New York,NY,10035.0,2299000.0,7.0,6.0,East Harlem,,2498.0,1909.0,208.0,,,Active,,,https://www.redfin.com/NY/New-York/68-E-127th-St-10035/home/45299812,REBNY,PRCH-3955029,N,Y,40.8066101,-73.9390361
41,MLS Listing,,Condo/Co-op,1787 Madison Ave #409,New York,NY,10035.0,650000.0,2.0,2.0,East Harlem,,20142.0,2002.0,208.0,,1051.0,Active,,,https://www.redfin.com/NY/New-York/1787-Madison-Ave-10035/unit-409/home/180272778,REBNY,OLRS-272776,N,Y,40.8009078,-73.9439615
42,MLS Listing,,Vacant Land,152 E 124th St,New York,NY,10035.0,1350000.0,,,New York,,2153.0,,211.0,,,Active,,,https://www.redfin.com/NY/New-York/152-E-124th-St-10035/Lot/home/181908898,OneKey,H6211901,N,Y,40.8034572,-73.9377617
43,MLS Listing,,Condo/Co-op,342 E 119 St Unit 2a,New York,NY,10035.0,595000.0,2.0,2.0,Off Island,59411.0,908.0,2004.0,245.0,10.0,980.0,Active,,,https://www.redfin.com/NY/New-York/342-E-119th-St-10035/unit-2A/home/45163351,SIBORMLS,1153657,N,Y,40.7982317,-73.9350164
44,MLS Listing,,Condo/Co-op,1919 Madison Ave #514,New York,NY,10035.0,650000.0,3.0,2.0,New York,,,1997.0,276.0,,1625.0,Active,,,https://www.redfin.com/NY/New-York/1919-Madison-Ave-10035/unit-514/home/178783040,OneKey,H6199837,N,Y,40.8045686,-73.9410797
45,MLS Listing,,Condo/Co-op,1901 Madison Ave #316,New York,NY,10035.0,399000.0,2.0,1.0,East Harlem,910.0,81405.0,1994.0,458.0,438.0,1436.0,Active,,,https://www.redfin.com/NY/New-York/1901-Madison-Ave-10035/unit-316/home/177812510,REBNY,RPLU-33421496787,N,Y,40.8040392,-73.9416052
46,MLS Listing,,Condo/Co-op,1919 Madison Ave #220,New York,NY,10035.0,475000.0,2.0,1.0,East Harlem,,81741.0,1998.0,1314.0,,1184.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/1919-Madison-Ave-10035/unit-220/home/160759516,REBNY,RLMX-03823002230308,N,Y,40.8045686,-73.9410797
47,For-Sale-by-Owner Listing,,Multi-Family (2-4 Unit),421 E 119th St,New York,NY,10035.0,3000000.0,5.0,4.0,New York,2352.0,1682.0,1899.0,116.0,1276.0,,Active,,,https://www.redfin.com/NY/New-York/421-E-119th-St-10035/home/45300523,Fizber.com,11486381,N,Y,40.797674,-73.932805
48,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 17C,New York,NY,10280.0,1100000.0,2.0,1.0,Battery Park,766.0,16951.0,1985.0,22.0,1436.0,1003.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-17C/home/45125321,REBNY,PRCH-7523220,N,Y,40.709734,-74.0178909
49,MLS Listing,,Condo/Co-op,380 Rector Pl Unit 2J,New York,NY,10280.0,750000.0,1.0,1.0,Battery Park,617.0,23910.0,1987.0,1.0,1216.0,500.0,Active,,,https://www.redfin.com/NY/New-York/380-Rector-Pl-10280/unit-2J/home/45125147,REBNY,RPLU-33422423900,N,Y,40.7091188,-74.0179251
50,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 6-C,New York,NY,10280.0,1500000.0,2.0,2.0,Battery Park,1037.0,16951.0,1985.0,4.0,1446.0,2748.0,Active,April-23-2023 01:30 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-6C/home/45234367,REBNY,OLRS-2032759,N,Y,40.709734,-74.0178909
51,MLS Listing,,Condo/Co-op,21 S End Ave #637,New York,NY,10280.0,1250000.0,2.0,2.0,Battery Park,890.0,45203.0,1988.0,8.0,1404.0,1875.0,Active,April-23-2023 11:00 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/21-S-End-Ave-10280/unit-637/home/45236215,REBNY,OLRS-0001879552,N,Y,40.7081291,-74.0177891
52,MLS Listing,,Condo/Co-op,250 S End Ave Unit 5H,New York,NY,10280.0,625000.0,1.0,1.0,Battery Park,594.0,12644.0,1985.0,8.0,1052.0,1241.0,Active,,,https://www.redfin.com/NY/New-York/250-S-End-Ave-10280/unit-5H/home/45234866,REBNY,RPLU-33422390575,N,Y,40.7097702,-74.0162823
53,MLS Listing,,Condo/Co-op,200 Rector Pl Unit 8M,New York,NY,10280.0,850000.0,2.0,1.0,Battery Park,795.0,37248.0,1987.0,10.0,1069.0,980.0,Active,April-23-2023 02:30 PM,April-23-2023 03:30 PM,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/unit-8M/home/45235895,REBNY,PRCH-7536267,N,Y,40.7086444,-74.0161953
54,MLS Listing,,Condo/Co-op,200 Rector Pl Unit 16-E,New York,NY,10280.0,1699000.0,3.0,2.0,Battery Park,1180.0,37248.0,1987.0,11.0,1440.0,1965.0,Active,April-23-2023 11:30 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/unit-16E/home/45235637,REBNY,OLRS-2031358,N,Y,40.7086444,-74.0161953
55,MLS Listing,,Condo/Co-op,225 Rector Pl Unit 9-D,New York,NY,10280.0,950000.0,1.0,1.0,Battery Park,685.0,34776.0,1986.0,21.0,1387.0,780.0,Active,,,https://www.redfin.com/NY/New-York/225-Rector-Pl-10280/unit-9D/home/45218547,REBNY,OLRS-2023092,N,Y,40.7093515,-74.0159728
56,MLS Listing,,Condo/Co-op,380 Rector Pl Unit 3-B,New York,NY,10280.0,1700000.0,2.0,2.0,Battery Park,1009.0,23910.0,1987.0,24.0,1685.0,2812.0,Active,,,https://www.redfin.com/NY/New-York/380-Rector-Pl-10280/unit-3B/home/45235059,REBNY,OLRS-2025424,N,Y,40.7091188,-74.0179251
57,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 21C,New York,NY,10280.0,1075000.0,2.0,1.0,Battery Park,766.0,16951.0,1985.0,28.0,1403.0,1108.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-21C/home/45125319,REBNY,RPLU-33422372719,N,Y,40.709734,-74.0178909
58,MLS Listing,,Condo/Co-op,250 S End Ave Unit 10E,New York,NY,10280.0,699000.0,1.0,1.5,Battery Park,805.0,12644.0,1985.0,29.0,868.0,1674.0,Active,April-23-2023 11:30 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/250-S-End-Ave-10280/unit-10E/home/45234892,REBNY,PRCH-7515030,N,Y,40.7097702,-74.0162823
59,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 12-L,New York,NY,10280.0,895000.0,1.0,1.0,Battery Park,594.0,16951.0,1985.0,31.0,1507.0,957.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-12L/home/45125261,REBNY,OLRS-2028447,N,Y,40.709734,-74.0178909
60,MLS Listing,,Condo/Co-op,21 S End Ave #534,New York,NY,10280.0,698000.0,1.0,1.0,Battery Park,677.0,45203.0,1988.0,31.0,1031.0,1175.0,Active,,,https://www.redfin.com/NY/New-York/21-S-End-Ave-10280/unit-534/home/45236247,REBNY,RPLU-1336522364999,N,Y,40.7081291,-74.0177891
61,MLS Listing,,Condo/Co-op,333 Rector Pl Ph 4S,New York,NY,10280.0,828000.0,0.0,1.0,Battery Park,655.0,28721.0,1985.0,31.0,1264.0,916.0,Active,,,https://www.redfin.com/NY/New-York/333-Rector-Pl-10280/unit-4S/home/45330332,REBNY,RPLU-1336522364907,N,Y,40.7096147,-74.0173132
62,MLS Listing,,Condo/Co-op,200 Rector Pl Unit 16J,New York,NY,10280.0,850000.0,1.0,1.0,Battery Park,597.0,37248.0,1987.0,31.0,1424.0,758.0,Active,April-23-2023 02:30 PM,April-23-2023 03:30 PM,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/unit-16J/home/45235807,REBNY,PRCH-7518213,N,Y,40.7086444,-74.0161953
63,MLS Listing,,Condo/Co-op,200 Rector Pl Unit 37E,New York,NY,10280.0,1799000.0,3.0,2.5,Battery Park,1174.0,37248.0,1987.0,42.0,1532.0,2315.0,Active,,,https://www.redfin.com/NY/New-York/200-Rector-Pl-10280/unit-37E/home/45125533,REBNY,RPLU-33422344568,N,Y,40.7086444,-74.0161953
64,MLS Listing,,Condo/Co-op,2 S End Ave Unit 8C,New York,NY,10280.0,1250000.0,2.0,2.0,Battery Park,936.0,29850.0,1989.0,44.0,1335.0,2522.0,Active,,,https://www.redfin.com/NY/New-York/2-S-End-Ave-10280/unit-8C/home/45236740,REBNY,RPLU-33422324557,N,Y,40.7078381,-74.0174577
65,MLS Listing,,Condo/Co-op,225 Rector Pl Unit 15-B,New York,NY,10280.0,1750000.0,2.0,2.0,Battery Park,935.0,34776.0,1986.0,51.0,1872.0,1127.0,Active,,,https://www.redfin.com/NY/New-York/225-Rector-Pl-10280/unit-15B/home/45218453,REBNY,OLRS-543293,N,Y,40.7093515,-74.0159728
66,MLS Listing,,Condo/Co-op,280 Rector Pl Unit 6EF,New York,NY,10280.0,1695000.0,3.0,3.0,Battery Park,1469.0,15000.0,1987.0,53.0,1154.0,2914.0,Active,,,https://www.redfin.com/NY/New-York/280-Rector-Pl-10280/unit-6EF/home/184542477,REBNY,RPLU-1336522297875,N,Y,40.7088832,-74.0167657
67,MLS Listing,,Condo/Co-op,333 Rector Pl Ph 4W,New York,NY,10280.0,728000.0,0.0,1.0,Battery Park,594.0,28721.0,1985.0,53.0,1226.0,899.0,Active,,,https://www.redfin.com/NY/New-York/333-Rector-Pl-10280/unit-4W/home/45330372,REBNY,RPLU-1336522319725,N,Y,40.7096147,-74.0173132
68,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 12J,New York,NY,10280.0,849000.0,1.0,1.0,Battery Park,621.0,16951.0,1985.0,71.0,1367.0,965.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-12J/home/45125254,REBNY,RPLU-33422290196,N,Y,40.709734,-74.0178909
69,MLS Listing,,Condo/Co-op,2 South End Ave Unit 6f,New York,NY,10280.0,549000.0,1.0,1.0,Off Island,634.0,29850.0,1990.0,86.0,866.0,2509.0,Active,,,https://www.redfin.com/NY/New-York/2-S-End-Ave-10280/unit-6F/home/45236637,SIBORMLS,1159816,N,Y,40.7078381,-74.0174577
70,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 10-A,New York,NY,10280.0,840000.0,1.0,1.0,Battery Park,,16951.0,1985.0,98.0,,1188.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-10A/home/45125307,REBNY,OLRS-240104,N,Y,40.709734,-74.0178909
71,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 11-A,New York,NY,10280.0,850000.0,1.0,1.0,Battery Park,650.0,16951.0,1985.0,107.0,1308.0,1206.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-11A/home/45234410,REBNY,OLRS-2016642,N,Y,40.709734,-74.0178909
72,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 24C,New York,NY,10280.0,1100000.0,2.0,1.0,Battery Park,766.0,16951.0,1985.0,108.0,1436.0,2450.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-24C/home/45125318,REBNY,RPLU-33422211911,N,Y,40.709734,-74.0178909
73,MLS Listing,,Condo/Co-op,225 Rector Pl Unit 12-F,New York,NY,10280.0,799000.0,0.0,1.0,Battery Park,615.0,34776.0,1986.0,152.0,1299.0,686.0,Active,,,https://www.redfin.com/NY/New-York/225-Rector-Pl-10280/unit-12F/home/45218552,REBNY,OLRS-639083,N,Y,40.7093515,-74.0159728
74,MLS Listing,,Condo/Co-op,350 Albany St Unit 2H,New York,NY,10280.0,625000.0,1.0,1.0,Battery Park,770.0,27838.0,1986.0,167.0,812.0,1437.0,Active,,,https://www.redfin.com/NY/New-York/350-Albany-St-10280/unit-2H/home/45234718,REBNY,PRCH-3939771,N,Y,40.7100964,-74.0172519
75,MLS Listing,,Condo/Co-op,300 Albany St Unit 9K,New York,NY,10280.0,535000.0,1.0,1.0,Battery Park,624.0,16108.0,1987.0,171.0,857.0,1297.0,Active,,,https://www.redfin.com/NY/New-York/300-Albany-St-10280/unit-9K/home/45235025,REBNY,RPLU-33422058308,N,Y,40.7100278,-74.0168528
76,MLS Listing,,Condo/Co-op,350 Albany St Unit 10-BC,New York,NY,10280.0,1600000.0,2.0,2.0,Battery Park,1391.0,27838.0,1986.0,219.0,1150.0,2547.0,Active,,,https://www.redfin.com/NY/New-York/350-Albany-St-10280/unit-10BC/home/143294498,REBNY,OLRS-1992019,N,Y,40.7100964,-74.0172519
77,MLS Listing,,Condo/Co-op,377 Rector Pl Unit 14D,New York,NY,10280.0,1295000.0,2.0,1.0,Battery Park,772.0,16951.0,1985.0,221.0,1677.0,1184.0,Active,,,https://www.redfin.com/NY/New-York/377-Rector-Pl-10280/unit-14D/home/45125314,REBNY,RPLU-33422008380,N,Y,40.709734,-74.0178909
78,MLS Listing,,Condo/Co-op,225 Rector Pl Unit 20C,New York,NY,10280.0,1570000.0,2.0,2.0,Battery Park,968.0,34776.0,1986.0,261.0,1622.0,1102.0,Active,,,https://www.redfin.com/NY/New-York/225-Rector-Pl-10280/unit-20C/home/45218484,REBNY,RPLU-5121844382,N,Y,40.7093515,-74.0159728
79,MLS Listing,,Condo/Co-op,225 Rector Pl Unit 14S,New York,NY,10280.0,799000.0,1.0,1.0,Battery Park,628.0,,1985.0,264.0,1272.0,,Active,,,https://www.redfin.com/NY/New-York/225-Rector-Pl-10280/unit-14S/home/45218456,OneKey,3401423,N,Y,40.7093515,-74.0159728
