,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
3733,MLS Listing,,Condo/Co-op,225 W 86th St #101,New York,NY,10024.0,6100000.0,4.0,3.0,Upper West Side,2588.0,67675.0,1920.0,553.0,2357.0,2759.0,Active,,,https://www.redfin.com/NY/New-York/225-W-86th-St-10024/unit-101/home/169895940,REBNY,RPLU-514876761,N,Y,40.7882035,-73.9755998
3734,MLS Listing,,Condo/Co-op,378 W End Ave Unit 7-A,New York,NY,10024.0,7925000.0,4.0,4.5,Upper West Side,2888.0,5900.0,1914.0,569.0,2744.0,3380.0,Active,,,https://www.redfin.com/NY/New-York/378-W-End-Ave-10024/unit-7A/home/176566559,REBNY,OLRS-1957012,N,Y,40.7833319,-73.9815796
3735,MLS Listing,,Condo/Co-op,225 W 86th St #1107,New York,NY,10024.0,5950000.0,3.0,3.0,Upper West Side,2263.0,67675.0,1920.0,665.0,2629.0,2203.0,Active,,,https://www.redfin.com/NY/New-York/225-W-86th-St-10024/unit-1107/home/175565245,REBNY,RPLU-5121095407,N,Y,40.7881442,-73.9757282
3736,MLS Listing,,Condo/Co-op,225 W 86th St #412,New York,NY,10024.0,4150000.0,2.0,2.0,Upper West Side,1611.0,67675.0,1920.0,778.0,2576.0,1568.0,Active,,,https://www.redfin.com/NY/New-York/225-W-86th-St-10024/unit-412/home/168659181,REBNY,RPLU-513915566,N,Y,40.7882035,-73.9755998
3737,MLS Listing,,Townhouse,144 W 82nd St,New York,NY,10024.0,8990000.0,6.0,6.5,Upper West Side,7560.0,1933.0,1884.0,1361.0,1189.0,,Active,,,https://www.redfin.com/NY/New-York/144-W-82nd-St-10024/home/45273208,REBNY,RPLU-513894311,N,Y,40.784389,-73.975819
3738,MLS Listing,,Condo/Co-op,225 W 86th St #1103,New York,NY,10024.0,8350000.0,4.0,4.0,Upper West Side,3138.0,67675.0,1920.0,1758.0,2661.0,3055.0,Active,,,https://www.redfin.com/NY/New-York/225-W-86th-St-10024/unit-1103/home/146130391,REBNY,RPLU-513295199,N,Y,40.7881442,-73.9757282
3739,For-Sale-by-Owner Listing,,Single Family Residential,205 W 89th St Unit 6rs,New York,NY,10024.0,3975000.0,3.0,3.0,New York,2540.0,,1915.0,24.0,1565.0,,Active,,,https://www.redfin.com/NY/New-York/205-W-89th-St-10024/unit-6RS/home/172514612,FSBO.com,534639,N,Y,40.7901204,-73.9745404
3740,MLS Listing,,Townhouse,3 Riverside Dr,New York,NY,10023.0,12995000.0,9.0,11.5,Upper West Side,19251.0,2850.0,1896.0,1.0,675.0,,Active,,,https://www.redfin.com/NY/New-York/3-Riverside-Dr-10023/home/45271832,REBNY,OLRS-0045873,N,Y,40.780597,-73.9852756
3741,MLS Listing,,Condo/Co-op,80 Riverside Blvd Unit 7-F,New York,NY,10069.0,780000.0,0.0,1.0,Lincoln Square,466.0,42914.0,2006.0,1.0,1674.0,653.0,Active,,,https://www.redfin.com/NY/New-York/80-Riverside-Blvd-10069/unit-7F/home/45224551,REBNY,OLRS-356670,N,Y,40.77508,-73.990303
3742,MLS Listing,,Condo/Co-op,15 W 63rd St Unit 23B,New York,NY,10023.0,9995000.0,4.0,4.5,Lincoln Square,2907.0,7301.0,2000.0,1.0,3438.0,4691.0,Active,,,https://www.redfin.com/NY/New-York/15-W-63rd-St-10023/unit-23B/home/45316094,REBNY,PRCH-2872474,N,Y,40.7711139,-73.980845
3743,MLS Listing,,Condo/Co-op,26 W 74th St Unit 2-B,New York,NY,10023.0,1799900.0,2.0,1.0,Upper West Side,1010.0,2554.0,1902.0,1.0,1782.0,900.0,Active,,,https://www.redfin.com/NY/New-York/26-W-74th-St-10023/unit-2B/home/45266729,REBNY,OLRS-1865264,N,Y,40.7779235,-73.9764131
3744,MLS Listing,,Condo/Co-op,1 Central Park W Unit 40D,New York,NY,10023.0,7750000.0,3.0,3.5,Lincoln Square,2165.0,31349.0,1996.0,1.0,3580.0,4683.0,Active,,,https://www.redfin.com/NY/New-York/1-Central-Park-W-10023/unit-40D/home/45264965,REBNY,RPLU-564116748869,N,Y,40.7690255,-73.9816255
3745,MLS Listing,,Condo/Co-op,120 W 70th St Unit 2-B,New York,NY,10023.0,2650000.0,3.0,2.0,Lincoln Square,,9339.0,1917.0,1.0,,3603.0,Active,,,https://www.redfin.com/NY/New-York/120-W-70th-St-10023/unit-2-B/home/185188535,REBNY,OLRS-2033574,N,Y,40.776238,-73.980682
3746,MLS Listing,,Condo/Co-op,160 W 66th St Ph -D,New York,NY,10023.0,2995000.0,2.0,2.5,Lincoln Square,1250.0,28455.0,1990.0,1.0,2396.0,1826.0,Active,,,https://www.redfin.com/NY/New-York/160-W-66th-St-10023/unit-D/home/176351344,REBNY,OLRS-000140371,N,Y,40.774284,-73.9841508
3747,MLS Listing,,Condo/Co-op,315 W 70th St Unit 8-J,New York,NY,10023.0,1400000.0,2.0,2.0,Lincoln Square,1400.0,22596.0,1966.0,1.0,1000.0,3287.0,Active,,,https://www.redfin.com/NY/New-York/315-W-70th-St-10023/unit-8J/home/178223360,REBNY,OLRS-2033296,N,Y,40.7789427,-73.9859873
3748,MLS Listing,,Condo/Co-op,61 W 62nd St Unit 26JK,New York,NY,10023.0,2895000.0,3.0,2.5,Lincoln Square,1800.0,16535.0,1981.0,1.0,1608.0,5647.0,Active,April-23-2023 01:30 PM,April-23-2023 02:30 PM,https://www.redfin.com/NY/New-York/61-W-62nd-St-10023/unit-26JK/home/45176955,REBNY,PRCH-7549934,N,Y,40.7711977,-73.9830227
3749,MLS Listing,,Condo/Co-op,225 W 60th St Ph -1C,New York,NY,10023.0,1848888.0,2.0,2.0,The Hudson Condominiums,,,2004.0,2.0,,,Active,,,https://www.redfin.com/NY/New-York/225-W-60th-St-10023/unit-1C/home/45191903,OneKey,H6244161,N,Y,40.7716016,-73.9881555
3750,MLS Listing,,Condo/Co-op,130 W 67 St Unit 14E,New York,NY,10023.0,703500.0,1.0,1.0,Toulaine Owners Corp.,606.0,,1975.0,2.0,1161.0,1541.0,Active,,,https://www.redfin.com/NY/New-York/130-W-67th-St-10023/unit-14E/home/185166305,OneKey,H6243976,N,Y,40.7749252,-73.9832325
3751,MLS Listing,,Condo/Co-op,155 W 70th St Ph -1DE,New York,NY,10023.0,7500000.0,4.0,3.5,Lincoln Square,3000.0,12778.0,1988.0,2.0,2500.0,3823.0,Active,,,https://www.redfin.com/NY/New-York/155-W-70th-St-10023/unit-1DE/home/185159566,REBNY,OLRS-2033140,N,Y,40.7771727,-73.9816714
3752,MLS Listing,,Condo/Co-op,290 W End Ave Unit 11A,New York,NY,10023.0,4250000.0,3.0,4.0,Upper West Side,,11950.0,1924.0,2.0,,5198.0,Active,,,https://www.redfin.com/NY/New-York/290-W-End-Ave-10023/unit-11A/home/180417394,REBNY,RPLU-33422406314,N,Y,40.7808793,-73.9833243
3753,MLS Listing,,Condo/Co-op,344 W 72nd St #203,New York,NY,10023.0,3600000.0,2.0,2.5,Lincoln Square,2286.0,19425.0,1902.0,2.0,1575.0,6837.0,Active,April-23-2023 12:00 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/344-W-72nd-St-10023/unit-203/home/114991128,REBNY,PRCH-7551488,N,Y,40.7803967,-73.9864464
3754,MLS Listing,,Condo/Co-op,61 W 62nd St Unit 19K,New York,NY,10023.0,740000.0,1.0,1.0,Lincoln Square,,16535.0,1981.0,2.0,,2176.0,Active,April-23-2023 11:00 AM,April-23-2023 12:00 PM,https://www.redfin.com/NY/New-York/61-W-62nd-St-10023/unit-19K/home/185157186,REBNY,RPLU-33422371893,N,Y,40.7711977,-73.9830227
3755,MLS Listing,,Condo/Co-op,315 W 70th St Unit 16D,New York,NY,10023.0,789000.0,2.0,1.0,Lincoln Square,,22596.0,1966.0,3.0,,2405.0,Active,,,https://www.redfin.com/NY/New-York/315-W-70th-St-10023/unit-16D/home/180890981,REBNY,RPLU-33422419130,N,Y,40.7789427,-73.9859873
3756,MLS Listing,,Condo/Co-op,140 W 69th St Unit 77B,New York,NY,10023.0,399000.0,0.0,1.0,Lincoln Square,375.0,13704.0,1903.0,3.0,1064.0,936.0,Active,,,https://www.redfin.com/NY/New-York/140-W-69th-St-10023/unit-77B/home/45177176,REBNY,RPLU-33422418286,N,Y,40.7759761,-73.9816788
3757,MLS Listing,,Condo/Co-op,155 W 70th St Ph -3E,New York,NY,10023.0,815000.0,0.0,1.0,Lincoln Square,600.0,12778.0,1988.0,3.0,1358.0,1057.0,Active,April-23-2023 12:00 PM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/155-W-70th-St-10023/unit-3E/home/45269254,REBNY,OLRS-2032907,N,Y,40.7771727,-73.9816714
3758,MLS Listing,,Condo/Co-op,277 W End Ave Unit 12D,New York,NY,10023.0,3295000.0,3.0,2.0,Upper West Side,2000.0,16275.0,1925.0,3.0,1648.0,4981.0,Active,,,https://www.redfin.com/NY/New-York/277-W-End-Ave-10023/unit-12D/home/130553923,REBNY,RPLU-33422398146,N,Y,40.780429,-73.9843936
3759,MLS Listing,,Condo/Co-op,140 W 69th St Unit 96-B,New York,NY,10023.0,289000.0,0.0,1.0,Lincoln Square,,13704.0,1903.0,4.0,,1000.0,Active,,,https://www.redfin.com/NY/New-York/140-W-69th-St-10023/unit-96B/home/45149681,REBNY,OLRS-182507,N,Y,40.7759761,-73.9816788
3760,MLS Listing,,Condo/Co-op,80 Riverside Blvd Unit 34-CD,New York,NY,10069.0,7290000.0,5.0,5.5,Lincoln Square,3585.0,42914.0,2006.0,4.0,2033.0,4547.0,Active,,,https://www.redfin.com/NY/New-York/80-Riverside-Blvd-10069/unit-34-CD/home/185144248,REBNY,OLRS-2030477,N,Y,40.77508,-73.990303
3761,MLS Listing,,Condo/Co-op,One West End Unit 11E,New York,NY,10023.0,2120000.0,1.0,1.5,One West End,1067.0,,2017.0,4.0,1987.0,1277.0,Active,,,https://www.redfin.com/NY/New-York/1-W-End-Ave-10023/unit-11E/home/115227424,OneKey,3471774,N,Y,40.7719497,-73.9907001
3762,MLS Listing,,Condo/Co-op,145 Central Park W Unit 3C,New York,NY,10023.0,14500000.0,4.0,5.5,Upper West Side,5000.0,33612.0,1929.0,4.0,2900.0,12109.0,Active,,,https://www.redfin.com/NY/New-York/145-Central-Park-W-10023/unit-3C/home/105883471,REBNY,PRCH-7550260,N,Y,40.7778949,-73.9750972
3763,MLS Listing,,Condo/Co-op,45 W 67th St Unit 8J,New York,NY,10023.0,1195000.0,1.0,1.0,Lincoln Square,866.0,15063.0,1983.0,4.0,1380.0,1020.0,Active,,,https://www.redfin.com/NY/New-York/45-W-67th-St-10023/unit-8J/home/45266310,REBNY,RPLU-33422369605,N,Y,40.7741541,-73.9806149
3764,MLS Listing,,Condo/Co-op,253 W 73rd St Unit 15B,New York,NY,10023.0,2295000.0,2.0,2.0,Upper West Side,1164.0,15330.0,1925.0,4.0,1972.0,1487.0,Active,April-23-2023 11:00 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/253-W-73rd-St-10023/unit-15B/home/45271078,REBNY,RPLU-33422402766,N,Y,40.780245,-73.9827963
3765,MLS Listing,,Condo/Co-op,325 W End Ave Unit 4-A,New York,NY,10023.0,4750000.0,4.0,3.5,Upper West Side,3100.0,14800.0,1915.0,4.0,1532.0,6315.0,Active,,,https://www.redfin.com/NY/New-York/325-W-End-Ave-10023/unit-4A/home/45178295,REBNY,OLRS-2032792,N,Y,40.7820877,-73.9831407
3766,MLS Listing,,Condo/Co-op,205 W End Ave Unit 12S,New York,NY,10023.0,525000.0,0.0,1.0,Lincoln Square,,90575.0,1959.0,5.0,,1131.0,Active,April-23-2023 12:30 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/205-W-End-Ave-10023/unit-12S/home/45150560,REBNY,RPLU-455222414750,N,Y,40.778545,-73.9864464
3767,MLS Listing,,Condo/Co-op,150 W End Ave Unit 19-L,New York,NY,10023.0,1850000.0,2.0,2.0,Lincoln Square,,96925.0,1961.0,6.0,,2589.0,Active,April-23-2023 11:00 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/150-W-End-Ave-10023/unit-19L/home/167276410,REBNY,OLRS-2030125,N,Y,40.7766541,-73.9861709
3768,MLS Listing,,Condo/Co-op,60 W 70th St #4,New York,NY,10023.0,499000.0,0.0,1.0,Lincoln Square,,1825.0,1886.0,6.0,,546.0,Active,,,https://www.redfin.com/NY/New-York/60-W-70th-St-10023/unit-4/home/185124086,REBNY,RPLU-33422394854,N,Y,40.7757134,-73.9793413
3769,MLS Listing,,Condo/Co-op,310 W 72nd St Unit 15-A,New York,NY,10023.0,1195000.0,2.0,1.5,Lincoln Square,,12770.0,1924.0,6.0,,2547.0,Active,April-23-2023 01:00 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/310-W-72nd-St-10023/unit-15A/home/45178516,REBNY,OLRS-67354,N,Y,40.7798545,-73.9853445
3770,MLS Listing,,Condo/Co-op,165 W 66th St Unit 5-P,New York,NY,10023.0,570000.0,1.0,1.0,Lincoln Square,,31450.0,1962.0,7.0,,,Active,,,https://www.redfin.com/NY/New-York/165-W-66th-St-10023/unit-5P/home/45338583,REBNY,OLRS-1079840,N,Y,40.7747695,-73.9839605
3771,MLS Listing,,Condo/Co-op,185 W End Ave Unit 3-A,New York,NY,10023.0,1850000.0,2.0,2.0,Lincoln Square,,96150.0,1959.0,7.0,,2412.0,Active,April-23-2023 11:00 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/185-W-End-Ave-10023/unit-3A/home/167286225,REBNY,OLRS-2030127,N,Y,40.7775039,-73.9867219
3772,MLS Listing,,Condo/Co-op,205 W End Ave Unit 2ST,New York,NY,10023.0,1550000.0,2.0,2.0,Lincoln Square,,90575.0,1959.0,8.0,,2317.0,Active,April-23-2023 11:30 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/205-W-End-Ave-10023/unit-2ST/home/185096814,REBNY,RPLU-21922371979,N,Y,40.778545,-73.9864464
3773,MLS Listing,,Condo/Co-op,10 W 66th St Unit 5-J,New York,NY,10023.0,950000.0,1.0,1.0,Lincoln Square,,28125.0,1969.0,8.0,,1752.0,Active,,,https://www.redfin.com/NY/New-York/10-W-66th-St-10023/unit-5J/home/45176974,REBNY,OLRS-2032328,N,Y,40.7724058,-73.9797157
3774,MLS Listing,,Condo/Co-op,100 Riverside Blvd Unit 8U,New York,NY,10069.0,1000000.0,1.0,1.0,Lincoln Square,861.0,29559.0,2007.0,8.0,1161.0,1155.0,Active,April-23-2023 12:30 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/100-Riverside-Blvd-10069/unit-8U/home/45224051,REBNY,RPLU-33422361718,N,Y,40.77577,-73.9895914
3775,MLS Listing,,Condo/Co-op,140 W 69th St Ph -2,New York,NY,10023.0,465000.0,0.0,1.0,Lincoln Square,,13704.0,1903.0,9.0,,2007.0,Active,April-23-2023 11:00 AM,April-23-2023 12:15 PM,https://www.redfin.com/NY/New-York/140-W-69th-St-10023/unit-2/home/69095882,REBNY,OLRS-00011004500,N,Y,40.7759761,-73.9816788
3776,MLS Listing,,Condo/Co-op,115 Central Park W Unit 21F,New York,NY,10023.0,7250000.0,2.0,2.5,Lincoln Square,,45975.0,1932.0,9.0,,5335.0,Active,,,https://www.redfin.com/NY/New-York/115-Central-Park-W-10023/unit-21F/home/45337433,REBNY,PRCH-7546414,N,Y,40.776224,-73.9766209
3777,MLS Listing,,Condo/Co-op,12 W 72nd St Unit 20B,New York,NY,10023.0,5399000.0,3.0,3.0,Lincoln Square,,10216.0,1926.0,9.0,,7351.0,Active,,,https://www.redfin.com/NY/New-York/12-W-72nd-St-10023/unit-20B/home/173380325,REBNY,RPLU-33422406715,N,Y,40.776434,-73.9771489
3778,MLS Listing,,Condo/Co-op,101-111 W 67th St Unit 35DEF,New York,NY,10023.0,15000000.0,4.0,4.5,Lincoln Square,4300.0,55462.0,1994.0,9.0,3488.0,5211.0,Active,,,https://www.redfin.com/NY/New-York/101-W-67th-St-10023/unit-35DEF/home/185084374,REBNY,PRCH-7547240,N,Y,40.7745073,-73.981428
3779,MLS Listing,,Condo/Co-op,344 W 72nd St #303,New York,NY,10023.0,5995000.0,4.0,3.0,Lincoln Square,2800.0,19425.0,1902.0,9.0,2141.0,8136.0,Active,,,https://www.redfin.com/NY/New-York/344-W-72nd-St-10023/unit-303/home/115823616,REBNY,OLRS-2031722,N,Y,40.7803967,-73.9864464
3780,MLS Listing,,Condo/Co-op,225 W 60th St Unit 7-E,New York,NY,10023.0,1520000.0,2.0,2.0,Lincoln Square,982.0,12553.0,2007.0,9.0,1548.0,1308.0,Active,,,https://www.redfin.com/NY/New-York/225-W-60th-St-10023/unit-7E/home/45191955,REBNY,OLRS-311983,N,Y,40.7716016,-73.9881555
3781,MLS Listing,,Condo/Co-op,10 Riverside Blvd Unit 28E,New York,NY,10069.0,4280000.0,2.0,2.5,Lincoln Square,1615.0,50505.0,2019.0,9.0,2650.0,3096.0,Active,April-23-2023 12:30 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/10-Riverside-Blvd-10069/unit-28E/home/174302856,REBNY,RPLU-33422344077,N,Y,40.7730992,-73.9926095
3782,MLS Listing,,Condo/Co-op,10 W 66th St Unit 28-F,New York,NY,10023.0,3400000.0,3.0,2.5,Lincoln Square,,28125.0,1969.0,9.0,,4403.0,Active,April-23-2023 11:30 AM,April-23-2023 12:30 PM,https://www.redfin.com/NY/New-York/10-W-66th-St-10023/unit-28-F/home/185079119,REBNY,OLRS-2031771,N,Y,40.7724058,-73.9797157
3783,MLS Listing,,Condo/Co-op,23 W 73rd St Unit 402A,New York,NY,10023.0,719000.0,1.0,1.0,Upper West Side,,22068.0,1929.0,9.0,,1576.0,Active,,,https://www.redfin.com/NY/New-York/23-W-73rd-St-10023/unit-402A/home/53321791,REBNY,RPLU-5122406563-280,N,Y,40.777703,-73.9767127
3784,MLS Listing,,Condo/Co-op,315 W 70th St Unit 3F,New York,NY,10023.0,599000.0,1.0,1.0,Lincoln Square,,22596.0,1966.0,10.0,,1349.0,Active,,,https://www.redfin.com/NY/New-York/315-W-70th-St-10023/unit-3F/home/45178111,REBNY,RPLU-33422404305,N,Y,40.7789427,-73.9859873
3785,MLS Listing,,Condo/Co-op,50 Central Park W Unit 1B,New York,NY,10023.0,3250000.0,1.0,2.0,Lincoln Square,2434.0,12552.0,1905.0,10.0,1335.0,6427.0,Active,,,https://www.redfin.com/NY/New-York/50-Central-Park-W-10023/unit-1B/home/185045434,REBNY,RPLU-33422396282,N,Y,40.7718092,-73.9796283
3786,MLS Listing,,Townhouse,51 W 73rd St,New York,NY,10023.0,16000000.0,7.0,6.0,Upper West Side,7000.0,2043.0,1882.0,11.0,2286.0,,Active,,,https://www.redfin.com/NY/New-York/51-W-73rd-St-10023/home/45266671,REBNY,RPLU-33422399604,N,Y,40.7779536,-73.9774588
3787,MLS Listing,,Condo/Co-op,115 Central Park W Unit 2-G,New York,NY,10023.0,5495000.0,3.0,4.5,Lincoln Square,,45975.0,1932.0,11.0,,5335.0,Active,April-23-2023 11:30 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/115-Central-Park-W-10023/unit-2G/home/45319097,REBNY,OLRS-536126,N,Y,40.776224,-73.9766209
3788,MLS Listing,,Condo/Co-op,88 Central Park W Unit 3/4N,New York,NY,10023.0,7500000.0,4.0,2.5,Lincoln Square,,14135.0,1909.0,11.0,,9710.0,Active,April-23-2023 11:00 AM,April-23-2023 01:00 PM,https://www.redfin.com/NY/New-York/88-Central-Park-W-10023/unit-3-4N/home/182047542,REBNY,OLRS-1999761,N,Y,40.7742972,-73.9777228
3789,MLS Listing,,Condo/Co-op,60 Riverside Blvd #3203,New York,NY,10069.0,4795000.0,3.0,4.0,Lincoln Square,2207.0,36864.0,2010.0,12.0,2173.0,2314.0,Active,,,https://www.redfin.com/NY/New-York/60-Riverside-Blvd-10069/unit-3203/home/45339710,REBNY,RPLU-33422399602,N,Y,40.7746852,-73.9909156
3790,MLS Listing,,Condo/Co-op,555 W 59th St Unit 23-G,New York,NY,10019.0,3750000.0,3.0,3.0,Lincoln Square,1889.0,43072.0,2007.0,14.0,1985.0,2495.0,Active,,,https://www.redfin.com/NY/New-York/555-W-59th-St-10019/unit-23G/home/45223929,REBNY,OLRS-0001384407,N,Y,40.7715251,-73.9895943
3791,MLS Listing,,Condo/Co-op,44 W 62nd St Unit 4-B,New York,NY,10023.0,1365000.0,2.0,2.5,Lincoln Square,1400.0,16067.0,1974.0,15.0,975.0,3146.0,Active,,,https://www.redfin.com/NY/New-York/44-W-62nd-St-10023/unit-4B/home/53396648,REBNY,OLRS-2031006,N,Y,40.7708382,-73.9832429
3792,MLS Listing,,Condo/Co-op,140 W End Ave Unit 24-E,New York,NY,10023.0,545000.0,0.0,1.0,New York,,,1964.0,16.0,,1347.0,Active,,,https://www.redfin.com/NY/New-York/140-W-End-Ave-10023/unit-24E/home/45150499,OneKey,H6241516,N,Y,40.7759205,-73.9861034
3793,MLS Listing,,Condo/Co-op,37 Riverside Dr Unit 8-A,New York,NY,10023.0,7250000.0,3.0,3.5,Upper West Side,,6050.0,1924.0,16.0,,6467.0,Active,,,https://www.redfin.com/NY/New-York/37-Riverside-Dr-10023/unit-8A/home/45327700,REBNY,OLRS-68077,N,Y,40.7828774,-73.9842196
3794,MLS Listing,,Condo/Co-op,101 Central Park W Unit 11B,New York,NY,10023.0,10450000.0,3.0,4.5,Lincoln Square,,27615.0,1929.0,17.0,,9548.0,Active,,,https://www.redfin.com/NY/New-York/101-Central-Park-W-10023/unit-11B/home/45149153,REBNY,PRCH-7522495,N,Y,40.7753983,-73.9769193
3795,MLS Listing,,Condo/Co-op,165 W End Ave Unit 21-F,New York,NY,10023.0,565000.0,0.0,1.0,Lincoln Towers,,,1962.0,18.0,,1180.0,Active,,,https://www.redfin.com/NY/New-York/165-W-End-Ave-10023/unit-21F/home/45178266,OneKey,H6241090,N,Y,40.7768045,-73.9875024
3796,MLS Listing,,Condo/Co-op,315 W 70th St Unit 8-K,New York,NY,10023.0,1150000.0,2.0,2.0,New York,,,1963.0,18.0,,2872.0,Active,,,https://www.redfin.com/NY/New-York/315-W-70th-St-10023/unit-8K/home/169060448,OneKey,H6241087,N,Y,40.7789427,-73.9859873
3797,MLS Listing,,Condo/Co-op,1 Central Park W Unit 47BC,New York,NY,10023.0,31000000.0,5.0,7.0,Lincoln Square,6279.0,31349.0,1996.0,18.0,4937.0,13754.0,Active,,,https://www.redfin.com/NY/New-York/1-Central-Park-W-10023/unit-47BC/home/115644349,REBNY,PRCH-7531847,N,Y,40.7690255,-73.9816255
3798,MLS Listing,,Condo/Co-op,345 W 70th St Unit 5CD,New York,NY,10023.0,2350000.0,4.0,3.0,Lincoln Square,,9575.0,1905.0,18.0,,3650.0,Active,,,https://www.redfin.com/NY/New-York/345-W-70th-St-10023/unit-5CD/home/184793618,REBNY,PRCH-7519777,N,Y,40.7792915,-73.9868137
3799,MLS Listing,,Condo/Co-op,120 W 72nd St Unit 4B,New York,NY,10023.0,2450000.0,2.0,2.0,Lincoln Square,1468.0,5109.0,2007.0,20.0,1669.0,2446.0,Active,April-23-2023 12:00 PM,April-23-2023 01:30 PM,https://www.redfin.com/NY/New-York/120-W-72nd-St-10023/unit-4B/home/45206343,REBNY,RPLU-5122385706-279,N,Y,40.7775161,-73.9797431
3800,MLS Listing,,Condo/Co-op,225 W 60th St Unit 10B,New York,NY,10023.0,3500000.0,4.0,3.5,Lincoln Square,2360.0,12553.0,2007.0,21.0,1483.0,3285.0,Active,,,https://www.redfin.com/NY/New-York/225-W-60th-St-10023/unit-10B/home/45191970,REBNY,RPLU-753822330722,N,Y,40.7716016,-73.9881555
3801,MLS Listing,,Condo/Co-op,225 W 60th St Unit 19A,New York,NY,10023.0,1800000.0,2.0,2.0,Lincoln Square,1165.0,12553.0,2007.0,21.0,1545.0,1630.0,Active,,,https://www.redfin.com/NY/New-York/225-W-60th-St-10023/unit-19A/home/45191895,REBNY,RPLU-753822384685,N,Y,40.7716016,-73.9881555
3802,MLS Listing,,Condo/Co-op,263 W End Ave Unit 12D,New York,NY,10023.0,750000.0,1.0,1.0,Upper West Side,900.0,9257.0,1928.0,21.0,833.0,2452.0,Active,April-23-2023 12:00 PM,April-23-2023 03:00 PM,https://www.redfin.com/NY/New-York/263-W-End-Ave-10023/unit-12D/home/184906433,REBNY,RPLU-33422372358-27,N,Y,40.7802357,-73.9846328
3803,MLS Listing,,Condo/Co-op,160 W 66th St Unit 56E,New York,NY,10023.0,3000000.0,2.0,2.5,Lincoln Square,1315.0,28455.0,1990.0,22.0,2281.0,1933.0,Active,,,https://www.redfin.com/NY/New-York/160-W-66th-St-10023/unit-56E/home/45267809,REBNY,RPLU-5122369501,N,Y,40.774284,-73.9841508
3804,MLS Listing,,Condo/Co-op,15 Central Park W Ph 40A,New York,NY,10023.0,65000000.0,3.0,3.5,15 Central Park West,5500.0,,2007.0,22.0,11818.0,12548.0,Active,,,https://www.redfin.com/NY/New-York/15-Central-Park-W-10023/unit-40A/home/45195289,OneKey,H6237668,N,Y,40.7697189,-73.9810746
3805,MLS Listing,,Condo/Co-op,100 Riverside Blvd Unit 20-E,New York,NY,10069.0,2100000.0,2.0,2.0,Lincoln Square,,29559.0,2007.0,23.0,,1440.0,Active,April-22-2023 11:00 AM,April-22-2023 01:00 PM,https://www.redfin.com/NY/New-York/100-Riverside-Blvd-10069/unit-20E/home/45223839,REBNY,OLRS-469866,N,Y,40.77577,-73.9895914
3806,MLS Listing,,Condo/Co-op,15 W 61st St Unit 5N,New York,NY,10023.0,3350000.0,2.0,2.5,Lincoln Square,1311.0,22847.0,2019.0,23.0,2555.0,1332.0,Active,,,https://www.redfin.com/NY/New-York/15-W-61st-St-10023/unit-5N/home/170116178,REBNY,RPLU-33422382324,N,Y,40.7702499,-73.9827768
3807,MLS Listing,,Condo/Co-op,15 W 61st St Unit 3O,New York,NY,10023.0,3300000.0,2.0,2.5,Lincoln Square,1311.0,22847.0,2019.0,23.0,2517.0,1557.0,Active,,,https://www.redfin.com/NY/New-York/15-W-61st-St-10023/unit-3O/home/184880850,REBNY,RPLU-618222381738,N,Y,40.7701937,-73.9829177
3808,MLS Listing,,Condo/Co-op,100 Riverside Blvd Unit 12-D,New York,NY,10069.0,925000.0,1.0,1.0,Lincoln Square,697.0,29559.0,2007.0,23.0,1327.0,1267.0,Active,,,https://www.redfin.com/NY/New-York/100-Riverside-Blvd-10069/unit-12D/home/45207039,REBNY,OLRS-2029605,N,Y,40.77577,-73.9895914
3809,MLS Listing,,Condo/Co-op,165 W 66th St Unit 18-K,New York,NY,10023.0,540000.0,0.0,1.0,Lincoln Square,,31450.0,1962.0,23.0,,1391.0,Active,April-23-2023 01:00 PM,April-23-2023 02:00 PM,https://www.redfin.com/NY/New-York/165-W-66th-St-10023/unit-18K/home/45328902,REBNY,OLRS-927653,N,Y,40.7747695,-73.9839605
